iter	MultiClass
532	0.4079586182
533	0.4079355675
534	0.4079101906
535	0.4078824556
536	0.4078593478
537	0.4078557797
538	0.4078470728
539	0.4078358632
540	0.4078182623
541	0.4078108872
542	0.4077592892
543	0.4077395976
544	0.4077181478
545	0.4076957865
546	0.4076673901
547	0.4076377824
548	0.4076087722
549	0.4075930827
550	0.4075800981
551	0.4075627713
552	0.407540642
553	0.4074830483
554	0.4074699675
555	0.4074533408
556	0.4074429358
557	0.4074317883
558	0.4074206172
559	0.4074094017
560	0.407392141
561	0.4073741436
562	0.4073600236
563	0.4073479018
564	0.4073346561
565	0.4073183916
566	0.4073089103
567	0.4072841749
568	0.407249835
569	0.4072114241
570	0.4071949943
571	0.4071839595
572	0.407170004
573	0.4071470311
574	0.4071428844
575	0.4071154483
576	0.407098628
577	0.4070772398
578	0.4070349135
579	0.4070133818
580	0.4069894224
581	0.4069797356
582	0.4069317319
583	0.4069208255
584	0.4069092332
585	0.4068979846
586	0.4068680338
587	0.4068425838
588	0.406831575
589	0.4068176162
590	0.4068103945
591	0.4067889649
592	0.4067496961
593	0.4067178673
594	0.4067153119
595	0.406680247
596	0.4066685949
597	0.4066605572
598	0.4066483196
599	0.4066394375
600	0.4066271732
601	0.406619043
602	0.406584495
603	0.4065742673
604	0.4065400038
605	0.4065339772
606	0.4065220827
607	0.406509001
608	0.4064771957
609	0.4064669296
610	0.4064590945
611	0.4064493067
612	0.4064324873
613	0.4064210665
614	0.4064110125
615	0.4064061384
616	0.4063845486
617	0.406368642
618	0.4063619396
619	0.4063408704
620	0.4063338179
621	0.4063186323
622	0.4063122803
623	0.4062914005
624	0.4062578346
625	0.4062430165
626	0.4062207876
627	0.4062056942
628	0.4061998104
629	0.4061921697
630	0.4061778401
631	0.4061717792
632	0.4061627843
633	0.4061497019
634	0.406138256
635	0.4061193126
636	0.4061128015
637	0.4061081944
638	0.4060980502
639	0.4060754272
640	0.4060594251
641	0.4060436143
642	0.4060390837
643	0.4060315225
644	0.4060139437
645	0.4060106765
646	0.4059987482
647	0.4059915227
648	0.4059849264
649	0.40597897
650	0.405958733
651	0.4059403738
652	0.4059227278
653	0.4058999359
654	0.4058774373
655	0.4058660136
656	0.4058576034
657	0.405837412
658	0.4058263545
659	0.4058168793
660	0.4057949761
661	0.405768566
662	0.405758968
663	0.4057428323
664	0.4057032827
665	0.4056932806
666	0.4056881181
667	0.4056768889
668	0.4056576853
669	0.4056511174
670	0.405643941
671	0.4056089682
672	0.4055948438
673	0.4055880209
674	0.4055615116
675	0.4055580277
676	0.4055435242
677	0.4055314411
678	0.4055246349
679	0.4055148108
680	0.4055015031
681	0.4054919265
682	0.4054797175
683	0.4054708228
684	0.4054442324
685	0.4054335187
686	0.4054218532
687	0.405373131
688	0.4053619608
689	0.405337987
690	0.405335969
691	0.4053168235
692	0.4052980573
693	0.4052933012
694	0.4052805823
695	0.4052610113
696	0.4052402669
697	0.4052371953
698	0.4052157878
699	0.4052060958
700	0.4051889335
701	0.4051846207
702	0.4051749774
703	0.4051635333
704	0.4051113572
705	0.4051073095
706	0.4050765436
707	0.4050730676
708	0.405067294
709	0.4050637558
710	0.4050561857
711	0.4049896129
712	0.404980348
713	0.404966556
714	0.4049430555
715	0.404931119
716	0.4049090701
717	0.4049033989
718	0.404897188
719	0.4048857446
720	0.4048802247
721	0.4048626451
722	0.4048538805
723	0.4048446846
724	0.4048414443
725	0.4048233339
726	0.404796262
727	0.4047771754
728	0.404769543
729	0.4047608241
730	0.4047506933
731	0.4047453292
732	0.404731905
733	0.4047050708
734	0.4046898807
735	0.4046784846
736	0.4046689434
737	0.4046570811
738	0.4046355871
739	0.4046297668
740	0.4046070328
741	0.4045874888
742	0.404576264
743	0.4045665675
744	0.4045636841
745	0.404547466
746	0.4045400861
747	0.4045097467
748	0.4044978545
749	0.4044895423
750	0.4044759685
751	0.4044634684
752	0.4044361667
753	0.4044216501
754	0.4044113676
755	0.4044002756
756	0.4043925279
757	0.4043821707
758	0.404361306
759	0.4043197417
760	0.4043125757
761	0.4043026914
762	0.4042948916
763	0.40428368
764	0.404280065
765	0.404274476
766	0.4042610507
767	0.4042446458
768	0.4042347733
769	0.4042159868
770	0.404199804
771	0.4041909772
772	0.404171599
773	0.4041562317
774	0.4041444554
775	0.4041180983
776	0.4041053345
777	0.4040918575
778	0.4040851237
779	0.4040686507
780	0.4040478623
781	0.4040346475
782	0.4040254519
783	0.4040212912
784	0.4040010927
785	0.4039741007
786	0.4039580341
787	0.4039527283
788	0.4039243109
789	0.4039172152
790	0.4039158786
791	0.403906059
792	0.4038939356
793	0.4038731242
794	0.4038565973
795	0.4038353332
796	0.4038261776
797	0.4038188273
798	0.4038002358
799	0.4037941102
800	0.4037702657
801	0.4037662159
802	0.4037488483
803	0.4037405234
804	0.4037171189
805	0.403703945
806	0.4036859081
807	0.4036665858
808	0.4036630573
809	0.4036353888
810	0.4036008887
811	0.4035872788
812	0.4035783005
813	0.4035731852
814	0.4035591902
815	0.4035489714
816	0.4035409491
817	0.4035345962
818	0.4035023682
819	0.4034927465
820	0.403478057
821	0.4034711472
822	0.4034635878
823	0.403454889
824	0.4034448946
825	0.4034193242
826	0.403404638
827	0.4033792044
828	0.403369356
829	0.4033615907
830	0.4033512831
831	0.4033248309
832	0.4032898685
833	0.4032659816
834	0.4032219247
835	0.4031907398
836	0.4031657718
837	0.403131437
838	0.4031223203
839	0.403110982
840	0.4031001501
841	0.4030888696
842	0.4030753037
843	0.403068431
844	0.4030613641
845	0.4030540306
846	0.4030417284
847	0.403013268
848	0.4030015686
849	0.4029988663
850	0.4029810119
851	0.4029718213
852	0.4029655493
853	0.4029541054
854	0.4029371608
855	0.4029276768
856	0.4029101522
857	0.4028645931
858	0.4028457551
859	0.4028348588
860	0.4028173275
861	0.4028101498
862	0.402801593
863	0.4027923059
864	0.402755231
865	0.4027514814
866	0.4027364598
867	0.4027243097
868	0.4027064556
869	0.4026999315
870	0.4026897292
871	0.4026826713
872	0.4026715976
873	0.4026639221
874	0.4026500711
875	0.4026231984
876	0.4026143906
877	0.4026066995
878	0.4025713317
879	0.4025417142
880	0.4025154976
881	0.4025050035
882	0.4024965484
883	0.4024926768
884	0.4024788561
885	0.4024705759
886	0.4024673232
887	0.4024527734
888	0.4024381759
889	0.4024188405
890	0.4024088606
891	0.402395935
892	0.4023895568
893	0.4023747618
894	0.4023592356
895	0.4023525256
896	0.4023102663
897	0.4023013817
898	0.4022792072
899	0.4022764624
900	0.4022670277
901	0.4022603436
902	0.4022489099
903	0.4022239087
904	0.4021929091
905	0.4021718197
906	0.4021664637
907	0.4021530119
908	0.4021482703
909	0.4021411254
910	0.4021191031
911	0.4021113922
912	0.4020857715
913	0.4020756423
914	0.402066294
915	0.402045749
916	0.4020349447
917	0.402027053
918	0.4020252736
919	0.4020085063
920	0.402002227
921	0.4019753892
922	0.4019449448
923	0.4019400704
924	0.4019138326
925	0.4018998799
926	0.4018923955
927	0.401881205
928	0.4018687742
929	0.4018619352
930	0.4018574643
931	0.4018459963
932	0.4018386765
933	0.401833896
934	0.4018145716
935	0.4017963199
936	0.4017838523
937	0.4017599184
938	0.4017535405
939	0.4017300206
940	0.4017077937
941	0.4016964962
942	0.4016849423
943	0.4016706258
944	0.4016566415
945	0.4016486924
946	0.4016341955
947	0.401616968
948	0.4015996724
949	0.4015820554
950	0.4015716681
951	0.4015593294
952	0.401544057
953	0.4015119202
954	0.4015056374
955	0.401500001
956	0.4014736558
957	0.4014722291
958	0.4014616319
959	0.4014517588
960	0.4014421702
961	0.4014368158
962	0.4014319974
963	0.4013984499
964	0.4013677925
965	0.4013558269
966	0.4013387567
967	0.4013281058
968	0.4013188011
969	0.4013117568
970	0.401306646
971	0.4013001705
972	0.4012920748
973	0.4012811787
974	0.4012660989
975	0.4012537298
976	0.4012450033
977	0.4012376263
978	0.4012250572
979	0.401217971
980	0.4011970176
981	0.4011798697
982	0.4011726823
983	0.4011476441
984	0.4011399745
985	0.4011342278
986	0.4011285941
987	0.4011132042
988	0.4010842768
989	0.4010625
990	0.401033303
991	0.40101593
992	0.4010040831
993	0.4009883186
994	0.4009708136
995	0.4009484552
996	0.4009419343
997	0.4009286324
998	0.4009202793
999	0.400911832
